nwikiproject,start_ts,end_ts,tcount
3,1234772429,1242548429,31
3,1242548429,1250324429,32
3,1250324429,1258100429,33
3,1258100429,1265876429,34
3,1265876429,1273652429,35
3,1273652429,1281428429,36
3,1281428429,1289204429,37
3,1289204429,1296980429,38
3,1296980429,1304756429,39
3,1304756429,1312532429,40
3,1312532429,1320308429,41
3,1320308429,1328084429,42
3,1328084429,1335860429,43
3,1335860429,1343636429,44
3,1343636429,1351412429,45
3,1351412429,1359188429,46
3,1359188429,1366964429,47
3,1366964429,1374740429,48
3,1374740429,1382516429,49
3,1382516429,1390292429,50
3,1390292429,1398068429,51
3,1398068429,1405844429,52
3,1405844429,1413620429,53
3,1413620429,1421396429,54
3,1421396429,1429172429,55
3,1429172429,1433341432,56
4,1001492429,1009268429,1
4,1009268429,1017044429,2
4,1017044429,1024820429,3
4,1024820429,1032596429,4
4,1032596429,1040372429,5
4,1040372429,1048148429,6
4,1048148429,1055924429,7
4,1055924429,1063700429,8
4,1063700429,1071476429,9
4,1071476429,1079252429,10
4,1079252429,1087028429,11
4,1087028429,1094804429,12
4,1094804429,1102580429,13
4,1102580429,1110356429,14
4,1110356429,1118132429,15
4,1118132429,1125908429,16
4,1125908429,1133684429,17
4,1133684429,1141460429,18
4,1141460429,1149236429,19
4,1149236429,1157012429,20
4,1157012429,1164788429,21
4,1164788429,1172564429,22
4,1172564429,1180340429,23
4,1180340429,1188116429,24
4,1188116429,1195892429,25
4,1195892429,1203668429,26
4,1203668429,1211444429,27
4,1211444429,1219220429,28
4,1219220429,1226996429,29
4,1226996429,1234772429,30
4,1234772429,1242548429,31
4,1242548429,1250324429,32
4,1250324429,1258100429,33
4,1258100429,1265876429,34
4,1265876429,1273652429,35
4,1273652429,1281428429,36
4,1281428429,1289204429,37
4,1289204429,1296980429,38
4,1296980429,1304756429,39
4,1304756429,1312532429,40
4,1312532429,1320308429,41
4,1320308429,1328084429,42
4,1328084429,1335860429,43
4,1335860429,1343636429,44
4,1343636429,1351412429,45
4,1351412429,1359188429,46
4,1359188429,1366964429,47
4,1366964429,1374740429,48
4,1374740429,1382516429,49
4,1382516429,1390292429,50
4,1390292429,1398068429,51
4,1398068429,1405844429,52
4,1405844429,1413620429,53
4,1413620429,1421396429,54
4,1421396429,1429172429,55
4,1429172429,1433341432,56
5,1001492429,1009268429,1
5,1009268429,1017044429,2
5,1017044429,1024820429,3
5,1024820429,1032596429,4
5,1032596429,1040372429,5
5,1040372429,1048148429,6
5,1048148429,1055924429,7
5,1055924429,1063700429,8
5,1063700429,1071476429,9
5,1071476429,1079252429,10
5,1079252429,1087028429,11
5,1087028429,1094804429,12
5,1094804429,1102580429,13
5,1102580429,1110356429,14
5,1110356429,1118132429,15
5,1118132429,1125908429,16
5,1125908429,1133684429,17
5,1133684429,1141460429,18
5,1141460429,1149236429,19
5,1149236429,1157012429,20
5,1157012429,1164788429,21
5,1164788429,1172564429,22
5,1172564429,1180340429,23
5,1180340429,1188116429,24
5,1188116429,1195892429,25
5,1195892429,1203668429,26
5,1203668429,1211444429,27
5,1211444429,1219220429,28
5,1219220429,1226996429,29
5,1226996429,1234772429,30
5,1234772429,1242548429,31
5,1242548429,1250324429,32
5,1250324429,1258100429,33
5,1258100429,1265876429,34
5,1265876429,1273652429,35
5,1273652429,1281428429,36
5,1281428429,1289204429,37
5,1289204429,1296980429,38
5,1296980429,1304756429,39
5,1304756429,1312532429,40
5,1312532429,1320308429,41
5,1320308429,1328084429,42
5,1328084429,1335860429,43
5,1335860429,1343636429,44
5,1343636429,1351412429,45
5,1351412429,1359188429,46
5,1359188429,1366964429,47
5,1366964429,1374740429,48
5,1374740429,1382516429,49
5,1382516429,1390292429,50
5,1390292429,1398068429,51
5,1398068429,1405844429,52
5,1405844429,1413620429,53
5,1413620429,1421396429,54
5,1421396429,1429172429,55
5,1429172429,1433341432,56
6,1001492429,1009268429,1
6,1009268429,1017044429,2
6,1017044429,1024820429,3
6,1024820429,1032596429,4
6,1032596429,1040372429,5
6,1040372429,1048148429,6
6,1048148429,1055924429,7
6,1055924429,1063700429,8
6,1063700429,1071476429,9
6,1071476429,1079252429,10
6,1079252429,1087028429,11
6,1087028429,1094804429,12
6,1094804429,1102580429,13
6,1102580429,1110356429,14
6,1110356429,1118132429,15
6,1118132429,1125908429,16
6,1125908429,1133684429,17
6,1133684429,1141460429,18
6,1141460429,1149236429,19
6,1149236429,1157012429,20
6,1157012429,1164788429,21
6,1164788429,1172564429,22
6,1172564429,1180340429,23
6,1180340429,1188116429,24
6,1188116429,1195892429,25
6,1195892429,1203668429,26
6,1203668429,1211444429,27
6,1211444429,1219220429,28
6,1219220429,1226996429,29
6,1226996429,1234772429,30
6,1234772429,1242548429,31
