nwikiproject,start_ts,end_ts,tcount
25,1203668429,1219220429,14
25,1219220429,1234772429,15
25,1234772429,1250324429,16
25,1250324429,1265876429,17
25,1265876429,1281428429,18
25,1281428429,1296980429,19
25,1296980429,1312532429,20
25,1312532429,1328084429,21
25,1328084429,1343636429,22
25,1343636429,1359188429,23
25,1359188429,1374740429,24
25,1374740429,1390292429,25
25,1390292429,1405844429,26
25,1405844429,1421396429,27
25,1421396429,1433341432,28
26,1001492429,1017044429,1
26,1017044429,1032596429,2
26,1032596429,1048148429,3
26,1048148429,1063700429,4
26,1063700429,1079252429,5
26,1079252429,1094804429,6
26,1094804429,1110356429,7
26,1110356429,1125908429,8
26,1125908429,1141460429,9
26,1141460429,1157012429,10
26,1157012429,1172564429,11
26,1172564429,1188116429,12
26,1188116429,1203668429,13
26,1203668429,1219220429,14
26,1219220429,1234772429,15
26,1234772429,1250324429,16
26,1250324429,1265876429,17
26,1265876429,1281428429,18
26,1281428429,1296980429,19
26,1296980429,1312532429,20
26,1312532429,1328084429,21
26,1328084429,1343636429,22
26,1343636429,1359188429,23
26,1359188429,1374740429,24
26,1374740429,1390292429,25
26,1390292429,1405844429,26
26,1405844429,1421396429,27
26,1421396429,1433341432,28
27,1001492429,1017044429,1
27,1017044429,1032596429,2
27,1032596429,1048148429,3
27,1048148429,1063700429,4
27,1063700429,1079252429,5
27,1079252429,1094804429,6
27,1094804429,1110356429,7
27,1110356429,1125908429,8
27,1125908429,1141460429,9
27,1141460429,1157012429,10
27,1157012429,1172564429,11
27,1172564429,1188116429,12
27,1188116429,1203668429,13
27,1203668429,1219220429,14
27,1219220429,1234772429,15
27,1234772429,1250324429,16
27,1250324429,1265876429,17
27,1265876429,1281428429,18
27,1281428429,1296980429,19
27,1296980429,1312532429,20
27,1312532429,1328084429,21
27,1328084429,1343636429,22
27,1343636429,1359188429,23
27,1359188429,1374740429,24
27,1374740429,1390292429,25
27,1390292429,1405844429,26
27,1405844429,1421396429,27
27,1421396429,1433341432,28
28,1001492429,1017044429,1
28,1017044429,1032596429,2
28,1032596429,1048148429,3
28,1048148429,1063700429,4
28,1063700429,1079252429,5
28,1079252429,1094804429,6
28,1094804429,1110356429,7
28,1110356429,1125908429,8
28,1125908429,1141460429,9
28,1141460429,1157012429,10
28,1157012429,1172564429,11
28,1172564429,1188116429,12
28,1188116429,1203668429,13
28,1203668429,1219220429,14
28,1219220429,1234772429,15
28,1234772429,1250324429,16
28,1250324429,1265876429,17
28,1265876429,1281428429,18
28,1281428429,1296980429,19
28,1296980429,1312532429,20
28,1312532429,1328084429,21
28,1328084429,1343636429,22
28,1343636429,1359188429,23
28,1359188429,1374740429,24
28,1374740429,1390292429,25
28,1390292429,1405844429,26
28,1405844429,1421396429,27
28,1421396429,1433341432,28
29,1001492429,1017044429,1
29,1017044429,1032596429,2
29,1032596429,1048148429,3
29,1048148429,1063700429,4
29,1063700429,1079252429,5
29,1079252429,1094804429,6
29,1094804429,1110356429,7
29,1110356429,1125908429,8
29,1125908429,1141460429,9
29,1141460429,1157012429,10
29,1157012429,1172564429,11
29,1172564429,1188116429,12
29,1188116429,1203668429,13
29,1203668429,1219220429,14
29,1219220429,1234772429,15
29,1234772429,1250324429,16
29,1250324429,1265876429,17
29,1265876429,1281428429,18
29,1281428429,1296980429,19
29,1296980429,1312532429,20
29,1312532429,1328084429,21
29,1328084429,1343636429,22
29,1343636429,1359188429,23
29,1359188429,1374740429,24
29,1374740429,1390292429,25
29,1390292429,1405844429,26
29,1405844429,1421396429,27
29,1421396429,1433341432,28
30,1001492429,1017044429,1
30,1017044429,1032596429,2
30,1032596429,1048148429,3
30,1048148429,1063700429,4
30,1063700429,1079252429,5
30,1079252429,1094804429,6
30,1094804429,1110356429,7
30,1110356429,1125908429,8
30,1125908429,1141460429,9
30,1141460429,1157012429,10
30,1157012429,1172564429,11
30,1172564429,1188116429,12
30,1188116429,1203668429,13
30,1203668429,1219220429,14
30,1219220429,1234772429,15
30,1234772429,1250324429,16
30,1250324429,1265876429,17
30,1265876429,1281428429,18
30,1281428429,1296980429,19
30,1296980429,1312532429,20
30,1312532429,1328084429,21
30,1328084429,1343636429,22
30,1343636429,1359188429,23
30,1359188429,1374740429,24
30,1374740429,1390292429,25
30,1390292429,1405844429,26
30,1405844429,1421396429,27
30,1421396429,1433341432,28
31,1001492429,1017044429,1
31,1017044429,1032596429,2
31,1032596429,1048148429,3
31,1048148429,1063700429,4
31,1063700429,1079252429,5
31,1079252429,1094804429,6
31,1094804429,1110356429,7
31,1110356429,1125908429,8
31,1125908429,1141460429,9
31,1141460429,1157012429,10
31,1157012429,1172564429,11
31,1172564429,1188116429,12
31,1188116429,1203668429,13
31,1203668429,1219220429,14
31,1219220429,1234772429,15
31,1234772429,1250324429,16
31,1250324429,1265876429,17
31,1265876429,1281428429,18
31,1281428429,1296980429,19
31,1296980429,1312532429,20
31,1312532429,1328084429,21
31,1328084429,1343636429,22
31,1343636429,1359188429,23
31,1359188429,1374740429,24
31,1374740429,1390292429,25
31,1390292429,1405844429,26
31,1405844429,1421396429,27
31,1421396429,1433341432,28
32,1001492429,1017044429,1
32,1017044429,1032596429,2
32,1032596429,1048148429,3
32,1048148429,1063700429,4
32,1063700429,1079252429,5
32,1079252429,1094804429,6
32,1094804429,1110356429,7
32,1110356429,1125908429,8
32,1125908429,1141460429,9
32,1141460429,1157012429,10
32,1157012429,1172564429,11
32,1172564429,1188116429,12
32,1188116429,1203668429,13
32,1203668429,1219220429,14
32,1219220429,1234772429,15
